Fund_Name,CIK,Series_CIK
AllianceBernstein Wealth Appreciation Strategy Portfolio,0000825316,S000010442
AllianceBernstein All Market Total Return Portfolio,,
AllianceBernstein Tax Managed Wealth Appreciation Strategy Ptf,,
SouthernSun Small Cap Fund,0001314414,S000070198
BNY Mellon Natural Resources Fund,0001111178,S000001720
SEI Institutional Managed Trust - Real Estate Fund,0000804239,S000006669
American Century Mid Cap Value Fund,0000914036,S000083649
Williamsburg Invt. Trust - Government Street Opportunities,,
Rydex S&P SmallCap 600 Pure Value Fund,,
Rydex S&P Mid Cap 400 Pure Value Fund,,
Rydex S&P 500 Pure Value Fund,,
Rydex S&P SmallCap 600 Pure Growth Fund,,
Rydex S&P MidCap 400 Pure Growth Fund,,
Rydex S&P 500 Pure Growth Fund,,
Rydex Real Estate Fund,0001064046,S000003773
Boston Trust Equity Fund,0000933691,S000009922
"Principal Funds, Inc. - International Equity Fund",0000898745,S000007083
Principal MidCap Value Fund I,0000898745,S000007173
Glenmede Fund Inc. - Quantitative US Large Cap Core Portfolio,,
Glenmede Fund Inc. - Quan. US Large Cap Growth Portfolio,,
Fidelity Advisor Focused Emerging Markets Fund,0000729218,S000005437
Fidelity Advisor Series I - Value Fund,0000729218,S000005123
Fidelity Advisor Series I - High Income Advantage Fund,,
Alger Global Focus Fund,,
Becker Value Equity Fund,0001199046,S000037988
Lord Abbett International Equity Fund,0000855396,S000007140
Neuberger Berman Strategic Income Fund,0000723620,S000036382
Hennessy Japan Fund,0001260723,S000044805
Commonwealth Real Estate Securities Fund,0000793601,S000004494
BNY Mellon Balanced Opportunity Fund,0001224568,S000000342
Fidelity Strategic Dividend & Income Fund,,
SEI Institutional Invt. Trust - Small/Mid Cap Equity Fund,,
Virtus Zevenbergen Innovative Growth Stock Fund,0001018593,S000057040
T Rowe Price Diversified Mid Cap Growth Fund,0001267862,S000002073
T Rowe Price Institutional Large Cap Core Growth Fund,0001012968,S000002096
"Cohen & Steers Global Infrastructure Fund, Inc.",,
Ave Maria Bond Fund,0000891160,S000001552
Vanguard Large Cap Index Fund,0000036405,S000002843
Lisanti Small Cap Growth Fund,0000315774,S000004564
Sit Dividend Growth Fund,0000877880,S000003466
Voya US Stock Index Portfolio,,
Voya Investors Trust - Large Cap Growth Portfolio,0000837276,S000005752
Merger Fund VL (The),0001208133,S000005160
Crawford Large Cap Dividend Fund,0001199046,S000000534
Virtus NFJ International Value Fund,0001423227,S000007964
ProFunds - Consumer Services UltraSector,0001039803,S000003108
ProFunds - Consumer Goods UltraSector,0001039803,S000003109
ProFunds - Industrials Ultrasector,0001039803,S000003113
John Hancock VIT - Fundamental Large Cap Value Trust,,
Advisors Inner Circle - Haverford Quality Growth Stock Fund,0000878719,S000011835
Royce Dividend Value Fund,0000709364,S000009522
"Principal Funds, Inc. - SmallCap Value Fund II",0000898745,S000007169
abrdn China A Share Equity Fund,0001413594,S000020289
GMO Quality Fund,0000772129,S000035210
Frank Value Fund,0001518042,S000000024
Fidelity Advisor Series I - Mid Cap II Fund,0000722574,S000017686
Forester Value Fund,0001088323,S000004887
Ancora Income Fund,0001260667,S000004758
Hotchkis & Wiley Diversified Value Fund,,
Lord Abbett Bond Debenture Fund Inc.,0000855396,S000006820
Baron Fifth Avenue Growth Fund,0000810902,S000000586
Buffalo Early Stage Growth Fund,0001135300,S000006555
Sterling Capital Equity Income Fund,0001311261,S000003555
Advisors Inner Circle - Cambiar Small Cap Fund,0000878719,S000047296
Steward Values-Focused Large Cap Enhanced Index Fund,,
Vanguard Energy Index Fund,0000052848,S000004448
Mundoval Fund,0001293530,S000005306
Voya Small Cap Growth Fund,0001063946,S000075515
Calvert Small Cap Fund,0000319676,S000005149
Nuveen Small Cap Value Opportunities Fund,0001013881,S000000606
Guinness Atkinson Global Energy Fund,0000919160,S000005896
MassMutual Diversified Value Fund,0000916053,S000003679
PRIMECAP Odyssey Growth Fund,0001293967,S000005541
PRIMECAP Odyssey Aggressive Growth Fund,0001293967,S000005541
PRIMECAP Odyssey Stock Fund,0001293967,S000005539
Fidelity Small Cap Growth Fund,0000754510,S000065750
Fidelity Small Cap Value Fund,0000754510,S000065751
Dunham Real Estate Stock Fund,0001420040,S000010753
Dunham Long/Short Credit Fund,,
Dunham International Stock Fund,0001420040,S000010763
Dunham Large Cap Value Fund,0001420040,S000010765
Dunham Small Cap Value Fund,0001420040,S000010756
Dunham Emerging Markets Stock Fund,0001420040,S000020977
Dunham Small Cap Growth Fund,0001420040,S000010755
American Century Large Cap Equity Fund,0000100334,S000006203
Advisors Inner Circle - Reaves Utilities & Energy Infra. Fund,,
Advisors Inner Circle II - Champlain Small Company Fund,0000890540,S000005803
MassMutual Premier Global Fund,0000927972,S000003778
Virtus Duff & Phelps Global Infrastructure Fund,,
North Square Tactical Defensive Fund,0001750821,S000070729
VALIC Company I - Large Capital Growth Fund,,
Janus Henderson Triton Fund,0000277751,S000010485
Meridian Hedged Equity Fund,0000745467,S000001461
Deutsche DWS Sec. Tr. - Enhanced Commodity Strategy Fund,,
Wasatch International Opportunities Fund,0000806633,S000000884
JPMorgan Value Advantage Fund,0001217286,S000002796
Paradigm Select Fund,0001196878,S000005316
AMG TimesSquare Mid Cap Growth Fund,0001089951,S000009876
Intrepid Capital Fund,0001300746,S000000841
Northern International Equity Index Fund,0000916620,S000001268
Northern Mid Cap Index Fund,0000916620,S000001273
BlackRock Energy Opportunities Fund,0000844779,S000001869
SEI Institutional Managed Trust - US Managed Volatility Fund,0000804239,S000006678
Vanguard PRIMECAP Core Fund,0000826473,S000002581
Touchstone Funds Group Trust - Mid Cap Fund,0000914243,S000005842
Calamos International Growth Fund,0000826732,S000004065
Lazard US Equity FocusPortfolio,,
Federated Hermes Strategic Value Dividend Fund,0000745968,S000056112
Fidelity International Real Estate Fund,0000320351,S000007199
Rock Oak Core Growth Fund,0001050918,S000006543
Hartford Small Cap Value Fund,0001006415,S000003592
Davis Global Fund,0000071701,S000003441
Old Westbury Small & Mid Cap Strategies Fund,,
Emerging Markets Core Equity 2 Portfolio,,
SEI Institutional Invt. Trust - World Equity (ex-US) Fund,,
VALIC Company I - Mid Cap Strategic Growth Fund,,
Ave Maria Rising Dividend Fund,0000891160,S000001551
Parnassus Value Equity Fund,0000747546,S000000855
Parnassus Mid Cap Fund,0000747546,S000000853
"Cohen & Steers International Realty Fund, Inc.",,
Adirondack Small Cap Fund,0001311981,S000004764
John Hancock VIT - Small Cap Stock Trust,,
John Hancock VIT - Small Cap Value Trust,,
John Hancock VIT - Mid Value Trust,,
John Hancock VIT - International Equity Index Trust,,
ClearBridge Variable Dividend Strategy Portfolio,0001176343,S000008304
River Oak Discovery Fund,0001050918,S000006544
AMG River Road Dividend All Cap Value Fund,0000912036,S000001129
AMG River Road Small Cap Value Fund,0000912036,S000001130
abrdn Global Equity Impact Fund,0001413594,S000072754
Invesco Global Real Estate Fund,0000896435,S000014560
DWS ESG Core Equity Fund,0000088064,S000047216
Invesco American Franchise Fund,0000896435,S000027822
Neuberger Berman International Equity Fund,0000044402,S000007842
Goldman Sachs Small/Mid Cap Growth Fund,,
Ariel Focus Fund,0000798365,S000005026
Guggenheim Multi Hedge Strategies Fund,0000899148,S000003763
Virtus KAR Global Quality Dividend Fund,0000034273,S000001386
American Century Disciplined Growth Fund,0000827060,S000005976
Lazard US Equity Concentrated Portfolio,0001033669,S000010267
Mercer Funds - US Small/Mid Cap Equity Fund,,
Absolute Strategies Fund,0001314414,S000004559
Templeton Global Balanced Fund,0000916488,S000008749
Fidelity Inv. Trust - Inter. Small Cap Opportunities Fund,,
Federated Hermes MDT Large Cap Growth Fund,0001363526,S000012969
Federated Hermes MDT Small Cap Core Fund,0001363526,S000012972
Federated Hermes MDT Small Cap Growth Fund,0001363526,S000012973
GMO US Equity Fund,0000772129,S000005491
Schwab Large Cap Growth Fund,0000904333,S000025589
DFA US Core Equity 1 Portfolio,,
DFA US Core Equity 2 Portfolio,,
International Core Equity 2 Portfolio,0001413032,S000028687
Northern Large Cap Core Fund,0001314414,S000001243
William Blair International Small Cap Growth Fund,0000822632,S000008595
Goldman Sachs US Equity Dividend & Premium Fund,,
Allspring International Equity Fund,0001081402,S000007255
Lazard International Strategic Equity Portfolio,0001033669,S000010273
Matthews India Fund,0000923184,S000001036
Mutual of America Invt. Corp. - Small Cap Value Fund,,
Mutual of America Invt. Corp. - Small Cap Growth Fund,,
Mutual of America Invt. Corp. - Mid Cap Value Fund,,
JPMorgan US Large Cap Core Plus Fund,,
Eaton Vance Global Income Builder Fund,0000745463,S000008473
Westwood Income Opportunity Fund,0001545440,S000011832
Westwood Quality SMidCap Fund,0001545440,S000011833
Lord Abbett Value Opportunities Fund,0000855396,S000007144
BNY Mellon International Equity Fund,0000813383,S000035086
Harding Loevner Institutional Emerging Markets Portfolio,0001018170,S000004202
Oberweis China Opportunities Fund,0000803020,S000010233
CRM Small Cap Value Fund,0001322252,S000001323
CRM Small/Mid Cap Value Fund,,
CRM Mid Cap Value Fund,0001322252,S000001322
Cullen International High Dividend Fund,0001109957,S000006836
John Hancock II - Blue Chip Growth Fund,0001331971,S000003311
John Hancock II - Capital Appreciation Fund,0001331971,S000003312
John Hancock II - Equity Income Fund,0001331971,S000003317
John Hancock II - Real Estate Securities Fund,0001331971,S000003356
John Hancock II - New Opportunities Fund,0001331971,S000003360
John Hancock II - Small Cap Dynamic Growth Fund,0001331971,S000003363
VALIC Company I - Systematic Value Fund,,
VALIC Company I - International Value Fund,,
VALIC Company I - Emerging Economies Fund,,
VALIC Company I - Global Strategy Fund,,
VALIC Company I - Small Cap Special Values Fund,,
VALIC Company I - Growth Fund,,
Weitz Partners III Opportunity Fund,0001257927,S000008514
Victory Pioneer Global Equity Fund,0002042316,S000089821
Diamond Hill Small Mid Cap Fund,0001032423,S000012190
Diamond Hill All Cap Select Fund,0001032423,S000012191
Artisan Value Fund,0000935015,S000019611
VY CBRE Global Real Estate Portfolio,0000837276,S000005647
Johnson Equity Income Fund,0000892657,S000005714
Boston Trust Walden Small Cap Fund,0000882748,S000009927
Voya International High Dividend Low Volatility Portfolio,0001039001,S000009828
BlackRock Advantage International Fund,0000933691,S000008399
Nuveen Dividend Growth Fund,0001041673,S000008519
PACE Alternative Strategies Investments,0000930007,S000006035
Advisors Inner Circle - Edgewood Growth Fund,0000878719,S000011838
BlackRock Unconstrained Equity Fund,0001324285,S000002718
Steward International Enhanced Index Fund,0000092500,S000021711
Invesco Low Volatility Equity Yield Fund,,
John Hancock II - International Small Company Fund,0001331971,S000009779
MFS Diversified Income Fund,0000356349,S000012219
Rydex S&P 500 Fund,,
Rydex Russell 2000 Fund,0001064046,S000012143
Artisan Sustainable Emerging Markets Fund,0000935015,S000012854
Northern Emerging Markets Equity Index Fund,0000916620,S000005358
Northern Active M International Equity Fund,0000916620,S000012492
Vanguard Strategic Small Cap Equity Fund,0000932471,S000012432
Nuveen Large Cap Growth Fund,0001084380,S000005550
Voya Investors Trust - Balanced Income Portfolio,0000837276,S000010459
VY Columbia Small Cap Value II Portfolio,0001039001,S000010008
Guinness Atkinson Alternative Energy Fund,0000919160,S000009156
John Hancock VIT - International Small Company Trust,,
ProFunds - Oil Equipment & Services UltraSector,,
Franklin Managed Income Fund,0000809707,S000012705
Westwood Quality Value Fund,0001545440,S000012716
American Century Focused Dynamic Growth Fund,0001353176,S000012177
Fidelity Inv. Trust - International Value Fund,,
BNY Mellon Equity Income Fund,0000353905,S000035086
John Hancock III - International Growth Fund,0001329954,S000001412
Neuberger Berman International Select Fund,0000044402,S000012721
Archer Balanced Fund,0001199046,S000028092
Virtus KAR Small Cap Value Fund,0000034273,S000021181
Virtus KAR Small Cap Growth Fund,0000034273,S000021170
Rydex Dynamic NASDAQ-100 2x Strategy Fund,0001092720,S000003704
Rydex Dow 2x Strategy Fund,0001064046,S000003705
Rydex Dynamic Russell 2000 2x Strategy Fund,0001092720,S000012143
Thornburg Global Opportunities Fund,0000816153,S000012859
Virtus Emerging Markets Opportunities Fund,0001005020,S000001933
Deutsche DWS Sec. Tr. - RREEF Global Real Estate Securities,,
Northern Global Real Estate Index Fund,0000916620,S000012717
Macquarie Climate Solutions Fund,0000883622,S000011242
SEI Institutional Managed Trust - Global Managed Vol. Fund,,
Mercer Funds - Non US Core Equity Fund,0001320615,S000010040
Arrow DWA Balanced Fund,0001352621,S000035948
Hartford Balanced Income Fund,0001006415,S000012949
Eaton Vance Parametric Emerging Markets Fund,0000074663,S000035234
Glenmede Fund Inc. - Quan. US Long/Short Equity Portfolio,,
Applied Finance Dividend Fund,0001396092,S000046320
Neuberger Berman Equity Income Fund,0000044402,S000013716
Neuberger Berman Multi Cap Opportunities Fund,0000044402,S000013718
Oakmark Global Select Fund,0000872323,S000013607
Thrivent Diversified Income Plus Fund,0000790166,S000001341
Templeton Emerging Markets Small Cap Fund,0000916488,S000013684
Fidelity Strategic Real Return Fund,0000035315,S000006006
Homestead International Equity Fund,0000865733,S000010530
CRM All Cap Value Fund,0001322252,S000013816
EIP Growth & Income Fund,,
GuideStone Global Real Estate Securities Fund,0001131013,S000014482
Monetta Young Investor Growth Fund,0000894240,S000014582
Olstein Strategic Opportunities Fund,0000944690,S000061859
Nuveen Large Cap Value Opportunities Fund,0001013881,S000014608
Nuveen Small/Mid Cap Value Fund,,
Matthews Asia Dividend Fund,0000923184,S000040791
Deutsche DWS Sec. Tr. - RREEF Real Estate Securities Fund,,
Wilmington Large Cap Strategy Fund,0000927413,S000034850
Wilmington Real Asset Fund,0000927413,S000034848
Hood River Small-Cap Growth Fund,0001359057,S000012813
Vanguard High Dividend Yield Index Fund,0001004655,S000014011
Madison Small Cap Fund,0001040612,S000020659
Janus Henderson Global Equity Income Fund,0000277751,S000057602
Glenmede Fund Inc. - Quantitative US Total Market Portfolio,,
Janus Henderson Developed World Bond Fund,0000277751,S000057604
Brown Advisory Flexible Equity Fund,0001548609,S000038482
Davis International Fund,0000071701,S000014591
"Principal Funds, Inc. - Equity Income Fund",0000898745,S000006993
"Principal Funds, Inc. - Capital Appreciation Fund",0000898745,S000014238
Alger Funds II - Responsible Investing Fund,0000092751,S000014607
PACE Global Real Estate Securities Investments,0000930007,S000006034
T Rowe Price Overseas Stock Fund,0000313212,S000014995
BNY Mellon Global Stock Fund,0000737520,S000015656
BNY Mellon International Stock Fund,0000737520,S000000130
Appleseed Fund,0001199046,S000052786
BNY Mellon Global Real Estate Securities Fund,0000881773,S000021504
Thornburg International Growth Fund,0000816153,S000015648
RiverNorth Core Opportunity Fund,0001370177,S000013779
Oberweis International Opportunities Fund,0000803020,S000015622
Virtus Income & Growth Fund,,
Causeway Emerging Markets Fund,0001156906,S000015654
Northern Lights Fund Trust III - Teberg Fund (The),0001537140,S000043255
Nationwide WCM Focused Small Cap Fund,0001048702,S000041096
Fidelity Series Small Cap Opportunities Fund,0000754510,S000015587
AMG River Road Small Mid Cap Value Fund,0000912036,S000016733
Harding Loevner International Small Companies Portfolio,0001018170,S000016295
Calamos Global Equity Fund,0000826732,S000015914
Westwood Quality SmallCap Fund,0001545440,S000013148
Advisors Inner Circle - LSV Conservative Value Equity Fund,0000878719,S000016708
chwab Fundamental U.S. Large Company Index Fund,,
Schwab Fundamental U.S. Small Company Index Fund,0000904333,S000016767
Schwab Fundamental International Equity Index Fund,0000904333,S000016768
Schwab Global Real Estate Fund,0000869365,S000046499
DFA US Vector Equity Portfolio,,
John Hancock III - Global Shareholder Yield Fund,0001329954,S000015906
John Hancock II - Emerging Markets Fund,0001331971,S000017260
DFA International Real Estate Securities Portfolio,0000355437,S000014548
Wisconsin Capital Funds Inc. - Plumb Balanced Fund,0001395397,S000017840
Wisconsin Capital Funds Inc. - Plumb Equity Fund,0001395397,S000017841
Calvert Global Energy Solutions Fund,0001121624,S000017171
Calvert International Opportunities Fund,0000884110,S000017170
